jbovla	lojbo	glico
jinzi	le mi'u fetsi cu se jinzi le ka certu le ka zgipli	She has a natural talent for playing the music.
jinzi	do se jinzi le ka badri	You are a boring person.
jipci	le jipci cu nelci le tsiju	Chickens like seeds.
jipno	mi pu pencu le mi'u plise se pi'o le jipno be le mi tance	I touched the apple with the tip of my tongue.
jipno	le jipno be le nazbi be mi mo'u dunja	The tip of my nose is frozen.
jirna	le mi'u mirli cu se jirna le clani	The deer has long horns.
jisra	bu'u ma te vecnu le jisra be le grute	Where can one buy fruit juice?
jitfa	le du'u le mi'u nanla cu se slabu la alis cu jitfa le du'u le mi'u nanla cu kucli le nu la alis cu mo kau	It's false that the boy is familiar with Alice since he is wondering who she is.
jitro	le jatna be mi cu jitro mi le ka gunka ti	My boss controls me in working on this.
jitro	lei pulji cu jitro le sruri	The police controls the surroundings.
jivbu	le ankabuta cu jivbu le julne le se cigla be fi vo'a	Spiders weave nets from secrets of their glands.
jivna	la alis pu jivna le drata nixli pa nu vi'i ve'u bajra vau le ka cpacu le jdini	Alice competed with other girls in a long distance race with a monetary prize for the winner.
jmagutci	le jubme cu jmagutci li re le ka glico	The table is two English feet in size.
jmaji	le jbopre pu jmaji pa dinju le vrici gugde	Lojbanists from various countries gathered in a house.
jmifa	pu zdile fa le ka limna vi lei jmifa	It was amusing to swim near the reefs.
jmina	le mi'u sfofa cu jmina le ka se kufra vau le mi'u kumfa	The sofa adds comfort to the room.
jmina	mi ba jmina le so'o crino spati le mi'u nanba le pa snuji	I will add some greenery to bread getting a sandwich.
jmive	le mi'u danlu cu jmive le ka ruble muvdu	The animal is alive since it is weakly moving.
jo	ai mi te vecnu le karce poi kargu jo cnino	I'm going to buy an expensive car if and only if it is new (or not to buy any cars if they don't satisfy this condition).
jo nai	mi tavla i jo nai do tavla	Either I talk or you talk.
jo'a	lu xu le mi'u prenu noi sanli vi tu noi dinju cu ninmu li'u lu jo'a i mi na djuno li'u	"Is the person standing near that building a woman?" "Good question! I don't know! (there is a person standing near the building, the question of whether it's a woman is applicable)."
jo'e	e'o doi io le ninmu jo'e le ctuca ko cliva le mi'u kumfa	Respected women and teachers, please, leave the room.
jo'u	do jo'u mi casnu le za'u bangu	You together with me discussed languages (not necessarily with each other but just taken as a single entity).
joi	ti du le sovda joi le purmo	This is a mass of eggs and flour.
jorne	la alis cu jorne pa stizu pa skori	Alice is tied to a chair with a rope.
jorne	ko jorne la'e me'o so pa pa	Call 911!
jorne	mi ba jorne do ba le nu mi cliva le ckule	I will call you after I leave the school.
ju	ei zukte i ju le mi'u nanmu cu klama	Let's do it whether or not he comes.
ju'a	la alis cu jinvi le du'u ju'a le mi'u nakni cu fenki	Alice has an opinion that the man is crazy, and it is so, I say.
ju'e	mi ju'e do casnu le za'u bangu	I discussed languages. You discussed languages.
ju'i	ju'i le nixli ma cmene do	Hey, girl, what is your name?
ju'i	ju'i cu'i sonci	At ease, soldiers.
ju'i	mi co'a si'u nai jimpe ju'i nai	I understood myself, never mind.
ju'o	ju'o do pu pensi da	You must have thought of something.
ju'o	ju'o cu'i le mi'u nakni cu zukte se va'u le fetsi	Maybe, he is doing it for her, I'm not sure.
ju'o	ju'o nai xu le tai valsi cu se pilno	Are such words used? I have no idea!
jubme	xu da kunti jubme	Is there a free table?
judri	ma judri do le tcadu	What is your city address?
judri	ma judri do le kibro ve mrilu	What is your e-mail address?
jufra	lu i le mlatu cu pinxe li'u jufra le danlu la lojban	{i lo mlatu cu pinxe} is a sentence about animals in Lojban language.
jukpa	le mi'u mamta pu jukpa pa torta le ka punji pa pu'o torta le toknu	Mother cooked a cake by putting a raw "cake" in the oven.
julne	ti julne fi le finpe	This is a fishing net.
julne	tu julne le djacu le rismi	That is a colander that lets the water pass and retains rice.
jundi	mi pu jundi le nu ra pu cusku ma kau	I was attentive at was he was saying.
jungo	le mi'u fetsi cu jungo le ka tcila be le flira be ce'u	The girl is Chinese in her face features.
junla	ti junla le snidu be li pi mu	This clock measures seconds to the precision of 0.5 seconds.
junpero	mi pu jmina so'o jimca be le junpero le fagri	I added some juniper twigs to the fire.
junri	xu do junri le ka te mukti le ka cliva le bu'u gugde	Are you serious in your intent to leave this country?
junta	le gunka pe le kensa cu se junta le ki'ogra be li pa no no le mi'u terdi	The space worker weights 100 kilograms in the gravity of the Earth.
jurme	le mi'u lanli pu pilno le jurme le cipra	The researcher used bacteria for tests.
jursa	le ka jivna pu jursa mi	Competition was fierce for me.
jutsi	mi zgana le cinki noi jutsi so'i da	I watch insects of all kinds.
juxre	mi pu ca'o juxre le ka muvdu	I was getting clumsy in my movements.
juxre	le mi'u fonxa pu juxre le ka se pilno	The phone was clumsy to use.
jvinu	le jvinu be le xamsi bei le kumfa pe mi cu banli	I have a great view of the sea from my room.
ka	lo ka mlatu cu ka danlu	Cats are animals.
ka	ta'i ku do ba cirko le ka sinma ce'u	This way you will lose respect.
ka	le ka pendo ku po'o cu tadji le ka se pendo	The only way to have a friend is to be a friend.
ka'ai	mi cadzu ka'ai le gerku	I walk with a dog.
ka'e	.i ro da ka'e te tavla	Everything can be talked about.
ka'o	li te'o te'a vei ka'o pi'i pai ve'o su'i pa du li no	e<sup>(i × π)</sup> +1 = 0.
ka'u	ka'u so'a prenu cu xebni da	We know that most people hate something.
kabri	e'o do te cpacu le pa kabri be le ckafi mi	Please, give me a cup of coffee.
kabu	mi je'a djica le ka tadni i ku'i ka bu nandu mi	I do want to study. But it's difficult to me.
kacma	ti kacma le mi'u tcadu pa datni centero	This is a camera recording images of the city to a data center.
kafke	ra pu kafke le barda le ganxo	He made a big fart.
kagni	pa kagni be le jbopre bei le nu kakpa le ctile pu zvafa'i le ctile le loldi be le xamsi	The Lojbanists' chartered oil drilling company discovered oil at the bed of the sea.
kai	zildukse kai le kilto be le grake	One kilogram was too much.
kajde	lei rirni pu kajde mi'a le ba vlile tcima	Parents warned us about heavy weather.
kajna	mi pu punji le mi'u pelji le mi'u kajna be le fagri stuzi	I put the paper on the mantel.
kakne	mi na kakne le nu sipna	I can't sleep.
kakpa	pu bapli le nu la tom cu kakpa le karce pe vo'a lei snime	Tom had to dig his car out of the snow.
kalci	le kalci be le bakni cu jai rinka le nu le dertu cu ferti	Cow dung makes soil fertile.
kalri	le mi'u canko cu kalri le nenri le vifne vacri	The window is open letting the fresh air in.
kalri	gau ko kalri fa le mi'u canko	Open the window.
kalri	ko jai gau kalri fai le mi'u canko	Open the window.
kalsa	le kumfa pe mi cu kalsa le ka bu'u ce'u le bukpu pe mi cu zvati ma kau	My room is a mess (in where are my clothes).
kalte	lei mi'u certu pu kalte le finpe le ka lanli ri	The researches were hunting fishes to study them.
kamju	le mi'u pa kamju cu sarji le korbi be le mi'u drudi	The column supports the edge of the roof.
kamni	le mi'u kamni be le ka jai gau farvi le mi'u bangu cu gunma za'u pa no prenu	There are more than 10 members in the committee for developing the language.
kampu	pa da zo'u le ka dasni le morna be fi da cu kampu ro ckaji le ka ti ckule fo ce'u	Wearing the same uniform is common for every student in this school.
kanba	le mi'u cirla cu se zbasu fi le ladru be le kanba	The cheese is made from goat's milk.
kancu	mi pu kancu le'i prenu li pa re le re mei	I counted the people as 12 couples.
kandi	fi mi fa le mi'u valsi cu kandi le ka se smuni	To me the word is dim in meaning.
kanla	la alis cu se kanla le barda je melbi	Alice has big beautiful eyes.
kanpe	fi li so'u fa mi pu kanpe le nu do clira volta	I didn't expect you to return early.
kanpe	le nu mi mo'u klama cu pu na ku se kanpe su'o da	My arrival wasn't expected by anyone.
kanro	mi kanro le ka na cortu le galxe	I'm healthy in that my throat doesn't ache.
kansa	le mi'u gerku pe mi fe'e ro roi kansa mi	My dog is everywhere with me.
kansa	ro roi pu pluka fa le ka kansa do le ka gunka	It was pleasant to work with you.
kantu	mi pu xaksu re kantu be le cacra ta'i le nu mi denpa tu'a do	I wasted two hours waiting for you.
kantu	ti du le re kantu be le makfa	Here are two pieces of magic.
karce	ti karce le festi	It's a trash truck.
karce	do te mukti le ka te vecnu le pa karce pe ma noi kagni	A car of what company are you going to buy?
karda	xu ka'e pleji se pi'o le dejni karda	Is it possible to pay with a credit card?
kargau	gau ko kalri fa le mi'u canko le vifne vacri le nenri	Open the window and let in some fresh air.
kargu	le ka tai litru cu kargu mi se la'u li du'e	Such trip is too expensive to me.
karli	le mi'u fetsi pu punji pa karli le sruri be le cintura	She put a waist around her waist.
karni	mi tcidu pa karni be le pu zi nuzba	I'm reading a magazine about recent news.
katna	mi pu katna le mi'u nanba le pa no mei	I cut the bread into 10 pieces.
kau	mi djuno le du'u ma kau darxi ba'e la alis	I know who hit Alice (not someone else).
kau	mi pu na ku birti le du'u xo kau prenu cu zvati	I wasn't sure how many people were present.
kavbu	mi pu kavbu le ka bilma fi la zukam vau le ka cadzu bu'u le bartu	I caught cold by walking outside.
kavbu	le mi'u nanla pu kavbu le mi'u bolci pa xance	The boy caught the ball with one hand.
ke	ti melbi cmalu ckule .i tu melbi ke cmalu ckule	This is a prettily small school. That one is a pretty minihouse.
ke	la .alis. e ke la .kevin. a la .edvard. ba zvati le nu penmi	Alice and either Kevin or Eduard will attend the meeting.
ke	.i la .alis. e la .kevin. a la .edvard. ba zvati le nu penmi	Either Alice and Kevin, or Eduard will visit the meeting.
ke	.au do jukpa le nanba gi'e ke lumci le mi'u kumfa gi'o nai cadzu ka'ai le mi'u gerku	I wish you cooked the bread and either cleaned the room or walked with the dog.
ke'a	mi pu vitke pa dinju poi bu'u ke'a mi'a se zdani ze'a le nanca be li so'o	I visited a house where we lived for several years.
ke'o	ke'o do mi pu na tirna	Eh? What did you say? I didn't hear.
ke'o	ke'o nai do mi co'i te benji ro da	All right, no need to repeat, I got everything.
ke'u	ke'u mi na tugni do	I repeat, I don't agree with you.
ke'u	ke'u nai mi se zdani na ku le tcadu	Furthermore, I live not in a city.
kecti	mi kecti do le nu do fliba le ka jinga	I feel sorry for you that you failed to win.
kelci	pa nixli ca'o zukte le ka kelci le bambola pe vo'a	A girl is playing with her doll.
kelvo	le vacri ca kelvo li ji'i re ze ci	It's around 273 degrees Kelvin (0 degrees Celsius).
kenra	le kenra be le tatru ka'e mo'u te mikce	Breast cancer can be cured.
kensa	so'i mluni cu vofli bu'u le kensa be le mi'u terdi	There are many satellites flying in outer space near the Earth.
kerfa	le kerfa be mi cu clani	My hair is long.
kerlo	doi le gerku ko na pencu le kerlo be mi	Dog, don't touch my ears!
kernelo	le kernelo be le mi'u terdi cu glare	The core of the Earth is hot.
ketco	ti'e le mi'u fetsi cu klama fi pa ketco gugde ku i'u cu'i	They say she is from some South American country.
kevna	pa da kevna le drudi	There is a hole in the roof.
ki	le mi'u dinju cu darno ki mi	The house is far from me.
ki'a	lu mi pu te vecnu pa granate li'u lu granate ki'a li'u	"I bought granate." "Huh, granate?"
ki'a	lu sa'u le mi'u verba cu mutce le ka tatpi li'u lu ki'a nai li'u	"The child is just very tired." "I understand."
ki'ai	ki'ai salam	Salam!
ki'e	ki'e sai do	Thank you very much!
ki'e	do pu mutce le ka sidju mi vau ki'e sai do	You helped me a lot, thank you very much!
ki'e	.i mi ne si'u nai mo'u zvafa'i ki'e cu'i la .alis.	I found myself, no thanks to you, Alice.
ki'e	ki'e cu'i do mi ca le se tcika mo'u klama	I arrived on time, no thanks to you.
ki'e	.i mi jai lerci ki'e nai la .kevin.	I was late, and that's because of you, Kevin.
ki'o	pa ki'o mu no no prenu cu tadni ti noi ckule	One thousand and five hundred (1,500) people study in this school.
ki'ogra	lei mi'u plise cu ki'ogra li re	The apples are 2 kilograms in weight.
ki'otre	ti noi dargu cu ki'otre li pa le ka clani	This box is one kilometer in length.
ki'u	mi na ka'e tavla do i ki'u bo mi zvati le mi'u briju	I can't talk to you since I'm in the office.
kibro	pa pendo be mi cu finti pa karni poi kibro le ka se benji fu ma kau	A friend of mine is an author of a magazine that is delivered via the internet.
kicne	ko jgari le kicne gi'e sipna	Take a cushion and go to sleep.
kijno	le kijno joi le cidro cu se gunma le djacu	Oxygen and hydrogen make water.
kilto	le xamsi cu kilto le ka mitre vau le ka condi	The sea is 1'000 meters deep.
kinli	le mi'u balre cu kinli le jipno	The tip of the blade is sharp.
klaji	ti ralju klaji le mi'u tcadu le vrici zarci	This is the main street of the city giving access to various shops.
klaku	ra pu klaku le barda	She cried large tears.
klama	.i xu do klama fi la .nipon.	Are you from Japan?
klama	.i le dargu cu se kruca lu'a le pu ve klama be le ractu	The road crossed what was the rabbit's track.
klama	mi'a pu klama fu le ka se marce le bloti vau fo lu'a le lalxu fi le zdani fe le daplu	We sailed on the boat along the lake from the home to an island.
klama	mi pu klama fi la .nipon. fu le ka se marce le vinji	I flew from Japan.
klama	xu do pu klama fu le aftobuso fe la paris	Did you ride the bus to Paris?
klama	ra pu klama le nenri	He came in.
klama	mi klama la kaliforniias ri lu'i la nipon	I returned to California from Japan.
klani	le pa mlatu cu klani li pi mu le ka mitre ma kau le ka clani	The cat is measured 0.5 meters in length.
klani	lei mlatu cu klani li vo le ka gunma le'i xo kau da i je va'i le mlatu cu vo mei	The mass of the cats is measured as having 4 units, in other words, there are 4 cats.
klesi	mi cmima le klesi be le se zdani bei le ka vecnu	I belong to the merchant class of inhabitants.
klesi	do na klesi lei se nelci be mi	You are not my type.
klesi	ti su'o si'e su'o drata klesi be le notci	This is another type of message.
klina	le vacri pu klina le darno voksa	The air was clean to pass a distant voice.
klina	le mi'u nanla pu klina le ka te smuni ma kau	The boy was pretty clear in what he meant.
kliru	la iodi'um cu kliru	Iodine is a halogen.
kliti	xu do mo'u zbasu le mi'u kabri le ranti kliti	Have you worked the cup out of soft clay?
kluza	le mi'u creka pu kluza mi le ka se pagbu le tubnu	The shirt was loose on me in sleeves.
ko	ko kurji ko	Take care of yourself.
ko	ko sisti	Stop it!
ko	kukte ko	Enjoy your meal.
ko	ko dasni le taxfu	Get dressed.
ko'a	ko'a e ko'e e ko'i e ko'o e ko'u prenu i je ko'a fa'u ko'e nelci ko'e fa'u ko'i i je ko'o fa'u ko'u na nelci ko'a fa'u ko'e i je se ni'i bo ko'e se nelci ma	Let ko'a, ko'e, ko'i, ko'o and ko'u be people. Now ko'a and ko'e like ko'e and ko'i respectively, and ko'o and ko'u don't like ko'a and ko'e, respectively. Thus, ko'e is liked by whom?
ko'oi	do o nai ko'oi mi co'a morsi	Either you or I die!
ko'oi	ko'oi mi'o klama	Let's go!
ko'oi	le mi'u prenu ku ko'oi citka le mi'u grute	Let him eat the fruit!
ko'oi	le ko'oi se platu be do cu te snada	Let your plan be successful!
kobli	mi pu citka le kobli stasu	I ate a cabbage soup.
